,CustomerID,Freq,SaleAmount,ElapsedDays,Freq_log,SaleAmount_log,ElapsedDays_log,ClusterLabel
2287,15462,11,172,95,2.4849066497880004,5.153291594497779,4.564348191467836,1
2288,15463,7,106,30,2.0794415416798357,4.672828834461906,3.4339872044851463,1
2289,15464,155,348,339,5.049856007249537,5.855071922202427,5.8289456176102075,3
2290,15465,97,1257,20,4.584967478670572,7.1372784372603855,3.044522437723423,2
2291,15466,57,246,86,4.060443010546419,5.5093883366279774,4.465908118654584,3
2292,15467,52,310,10,3.970291913552122,5.739792912179234,2.3978952727983707,0
2293,15468,24,155,52,3.2188758248682006,5.049856007249537,3.970291913552122,0
2294,15469,24,153,51,3.2188758248682006,5.0369526024136295,3.9512437185814275,0
2295,15471,73,256,3,4.30406509320417,5.54907608489522,1.3862943611198906,0
2296,15472,76,251,114,4.343805421853684,5.529429087511423,4.74493212836325,3
2297,15473,11,672,15,2.4849066497880004,6.511745329644728,2.772588722239781,0
2298,15475,29,319,78,3.4011973816621555,5.768320995793772,4.3694478524670215,3
2299,15478,44,575,41,3.8066624897703196,6.3561076606958915,3.7376696182833684,3
2300,15480,45,303,117,3.828641396489095,5.717027701406222,4.770684624465665,3
2301,15482,97,5004,16,4.584967478670572,8.518192691749322,2.833213344056216,2
2302,15483,84,291,162,4.442651256490317,5.676753802268282,5.093750200806762,3
2303,15484,187,3150,2,5.236441962829949,8.055475141757274,1.0986122886681098,2
2304,15485,85,1281,31,4.454347296253507,7.156176637480615,3.4657359027997265,2
2305,15488,2,73,93,1.0986122886681098,4.30406509320417,4.543294782270004,1
2306,15489,50,608,23,3.9318256327243257,6.411818267709897,3.1780538303479458,0
2307,15491,154,1646,96,5.043425116919247,7.4067107301776405,4.574710978503383,3
2308,15492,35,483,29,3.58351893845611,6.182084906716632,3.4011973816621555,0
2309,15493,289,551,33,5.66988092298052,6.313548046277095,3.5263605246161616,2
2310,15494,122,1139,22,4.812184355372417,7.038783541388542,3.1354942159291497,2
2311,15497,15,624,18,2.772588722239781,6.437751649736401,2.9444389791664403,0
2312,15498,512,6105,3,6.240275845170769,8.717027173294824,1.3862943611198906,2
2313,15500,68,572,9,4.23410650459726,6.35088571671474,2.302585092994046,0
2314,15502,213,4236,16,5.365976015021851,8.351610750626559,2.833213344056216,2
2315,15503,66,70,363,4.204692619390966,4.2626798770413155,5.8971538676367405,1
2316,15504,13,33,82,2.6390573296152584,3.5263605246161616,4.418840607796598,1
2317,15505,97,2390,53,4.584967478670572,7.779466967458324,3.9889840465642745,3
2318,15506,161,842,23,5.087596335232384,6.736966958001855,3.1780538303479458,2
2319,15507,45,160,172,3.828641396489095,5.081404364984463,5.153291594497779,3
2320,15508,92,440,190,4.532599493153256,6.089044875446846,5.25227342804663,3
2321,15510,1,2,331,0.6931471805599453,1.0986122886681098,5.805134968916488,1
2322,15511,158,269,12,5.0689042022202315,5.598421958998375,2.5649493574615367,0
2323,15512,7,68,156,2.0794415416798357,4.23410650459726,5.056245805348308,1
2324,15513,308,5709,34,5.733341276897746,8.649974302650056,3.5553480614894135,2
2325,15514,166,2098,13,5.117993812416755,7.649216319820633,2.6390573296152584,2
2326,15516,15,27,45,2.772588722239781,3.332204510175204,3.828641396489095,1
2327,15517,27,293,234,3.332204510175204,5.683579767338681,5.459585514144159,3
2328,15518,210,1263,65,5.351858133476067,7.142036574706803,4.189654742026425,3
2329,15520,18,314,2,2.9444389791664403,5.752572638825633,1.0986122886681098,0
2330,15521,185,1836,41,5.225746673713202,7.515889085215125,3.7376696182833684,2
2331,15522,56,572,33,4.04305126783455,6.35088571671474,3.5263605246161616,3
2332,15523,10,132,85,2.3978952727983707,4.890349128221754,4.454347296253507,1
2333,15524,1,4,25,0.6931471805599453,1.6094379124341003,3.258096538021482,1
2334,15525,156,387,3,5.056245805348308,5.961005339623274,1.3862943611198906,2
2335,15526,4,24,34,1.6094379124341003,3.2188758248682006,3.5553480614894135,1
2336,15527,162,991,19,5.093750200806762,6.899723107284872,2.995732273553991,2
2337,15528,26,123,255,3.295836866004329,4.820281565605037,5.545177444479562,1
2338,15529,662,3455,23,6.4967749901858625,8.147867129923947,3.1780538303479458,2
2339,15530,107,938,22,4.68213122712422,6.844815479208263,3.1354942159291497,2
2340,15531,219,1085,9,5.393627546352362,6.990256500493881,2.302585092994046,2
2341,15532,251,515,26,5.529429087511423,6.246106765481563,3.295836866004329,2
2342,15533,83,289,20,4.430816798843313,5.66988092298052,3.044522437723423,0
2343,15535,72,135,174,4.290459441148391,4.912654885736052,5.1647859739235145,3
2344,15537,24,29,164,3.2188758248682006,3.4011973816621555,5.10594547390058,1
2345,15539,41,410,8,3.7376696182833684,6.018593214496234,2.1972245773362196,0
2346,15540,15,200,12,2.772588722239781,5.303304908059076,2.5649493574615367,0
2347,15541,29,49,115,3.4011973816621555,3.912023005428146,4.7535901911063645,1
2348,15543,28,86,289,3.367295829986474,4.465908118654584,5.66988092298052,1
2349,15544,259,3109,10,5.560681631015528,8.04237800517328,2.3978952727983707,2
2350,15545,80,162,55,4.394449154672439,5.093750200806762,4.02535169073515,3
2351,15547,695,3999,8,6.54534966033442,8.294049640102028,2.1972245773362196,2
2352,15549,114,694,78,4.74493212836325,6.543911845564792,4.3694478524670215,3
2353,15550,61,295,5,4.127134385045092,5.69035945432406,1.791759469228055,0
2354,15551,29,218,37,3.4011973816621555,5.389071729816501,3.6375861597263857,0
2355,15552,17,60,218,2.8903717578961645,4.110873864173311,5.389071729816501,1
2356,15553,55,449,61,4.02535169073515,6.1092475827643655,4.127134385045092,3
2357,15554,14,74,278,2.70805020110221,4.31748811353631,5.631211781821365,1
2358,15555,887,4427,13,6.78897174299217,8.395703293828527,2.6390573296152584,2
2359,15556,31,236,25,3.4657359027997265,5.4680601411351315,3.258096538021482,0
2360,15557,19,213,29,2.995732273553991,5.365976015021851,3.4011973816621555,0
2361,15561,27,267,12,3.332204510175204,5.5909869805108565,2.5649493574615367,0
2362,15562,1,39,352,0.6931471805599453,3.6888794541139363,5.8664680569332965,1
2363,15563,113,1501,23,4.736198448394496,7.31455283232408,3.1780538303479458,2
2364,15565,8,60,51,2.1972245773362196,4.110873864173311,3.9512437185814275,1
2365,15567,7,223,19,2.0794415416798357,5.4116460518550396,2.995732273553991,0
2366,15568,53,461,3,3.9889840465642745,6.135564891081739,1.3862943611198906,0
2367,15569,31,666,104,3.4657359027997265,6.502790045915623,4.653960350157523,3
2368,15570,319,2063,8,5.768320995793772,7.6324011266014535,2.1972245773362196,2
2369,15571,57,264,12,4.060443010546419,5.579729825986222,2.5649493574615367,0
2370,15572,212,1213,5,5.3612921657094255,7.101675971619444,1.791759469228055,2
2371,15573,97,355,32,4.584967478670572,5.87493073085203,3.4965075614664802,3
2372,15574,152,332,178,5.030437921392435,5.808142489980444,5.187385805840755,3
2373,15576,43,394,38,3.784189633918261,5.978885764901122,3.6635616461296463,0
2374,15577,39,89,152,3.6888794541139363,4.499809670330265,5.030437921392435,1
2375,15578,13,52,163,2.6390573296152584,3.970291913552122,5.099866427824199,1
2376,15579,48,117,69,3.8918202981106265,4.770684624465665,4.248495242049359,3
2377,15581,146,283,121,4.990432586778736,5.648974238161206,4.804021044733257,3
2378,15582,44,453,25,3.8066624897703196,6.118097198041348,3.258096538021482,0
2379,15584,122,313,24,4.812184355372417,5.749392985908253,3.2188758248682006,0
2380,15585,31,320,177,3.4657359027997265,5.771441123130016,5.181783550292085,3
2381,15587,9,312,51,2.302585092994046,5.746203190540153,3.9512437185814275,1
2382,15589,29,243,256,3.4011973816621555,5.497168225293202,5.54907608489522,3
2383,15592,24,354,47,3.2188758248682006,5.872117789475416,3.871201010907891,0
2384,15593,5,60,71,1.791759469228055,4.110873864173311,4.276666119016055,1
2385,15594,103,983,16,4.6443908991413725,6.891625897052253,2.833213344056216,2
2386,15596,77,561,101,4.356708826689592,6.331501849893691,4.624972813284271,3
2387,15597,22,279,36,3.1354942159291497,5.634789603169249,3.6109179126442243,0
2388,15598,14,160,54,2.70805020110221,5.081404364984463,4.007333185232471,1
2389,15599,52,718,27,3.970291913552122,6.577861357721047,3.332204510175204,0
2390,15601,410,4983,12,6.018593214496234,8.51398806046729,2.5649493574615367,2
2391,15602,46,1137,9,3.8501476017100584,7.037027614686276,2.302585092994046,0
2392,15603,2,96,79,1.0986122886681098,4.574710978503383,4.382026634673881,1
2393,15604,17,159,53,2.8903717578961645,5.075173815233827,3.9889840465642745,1
2394,15605,67,441,37,4.219507705176107,6.091309882077698,3.6375861597263857,3
2395,15606,77,892,62,4.356708826689592,6.794586580876499,4.143134726391533,3
2396,15607,13,202,337,2.6390573296152584,5.313205979041787,5.823045895483019,1
2397,15608,60,714,29,4.110873864173311,6.5722825426940075,3.4011973816621555,3
2398,15609,16,148,185,2.833213344056216,5.003946305945459,5.225746673713202,1
2399,15610,6,66,52,1.9459101490553132,4.204692619390966,3.970291913552122,1
2400,15611,43,504,10,3.784189633918261,6.22455842927536,2.3978952727983707,0
2401,15612,6,52,37,1.9459101490553132,3.970291913552122,3.6375861597263857,1
2402,15615,423,5508,11,6.049733455231958,8.614138397472717,2.4849066497880004,2
2403,15618,45,454,33,3.828641396489095,6.12029741895095,3.5263605246161616,0
2404,15619,3,136,11,1.3862943611198906,4.919980925828125,2.4849066497880004,0
2405,15620,100,915,57,4.61512051684126,6.82001636467413,4.060443010546419,3
2406,15621,16,501,5,2.833213344056216,6.218600119691729,1.791759469228055,0
2407,15622,185,1674,44,5.225746673713202,7.423568444259167,3.8066624897703196,2
2408,15623,19,125,142,2.995732273553991,4.836281906951478,4.962844630259907,1
2409,15624,34,357,117,3.5553480614894135,5.8805329864007,4.770684624465665,3
2410,15625,64,1188,104,4.174387269895637,7.080867896690782,4.653960350157523,3
2411,15626,49,766,75,3.912023005428146,6.642486801367256,4.330733340286331,3
2412,15628,155,1894,5,5.049856007249537,7.546974117516527,1.791759469228055,2
2413,15630,60,800,46,4.110873864173311,6.68586094706836,3.8501476017100584,3
2414,15632,167,2109,16,5.123963979403259,7.6544432264701125,2.833213344056216,2
2415,15634,15,99,18,2.772588722239781,4.605170185988092,2.9444389791664403,0
2416,15636,25,284,90,3.258096538021482,5.652489180268651,4.51085950651685,3
2417,15637,15,128,53,2.772588722239781,4.859812404361672,3.9889840465642745,1
2418,15639,25,323,135,3.258096538021482,5.780743515792329,4.912654885736052,3
2419,15640,476,6572,5,6.1675164908883415,8.790725628263576,1.791759469228055,2
2420,15641,119,1562,106,4.787491742782046,7.354362330421477,4.672828834461906,3
2421,15643,33,246,192,3.5263605246161616,5.5093883366279774,5.262690188904886,3
2422,15644,232,550,167,5.4510384535657,6.311734809152915,5.123963979403259,3
2423,15645,52,256,19,3.970291913552122,5.54907608489522,2.995732273553991,0
2424,15646,35,394,158,3.58351893845611,5.978885764901122,5.0689042022202315,3
2425,15648,24,218,205,3.2188758248682006,5.389071729816501,5.327876168789581,1
2426,15649,2,192,337,1.0986122886681098,5.262690188904886,5.823045895483019,1
2427,15651,32,479,37,3.4965075614664802,6.173786103901937,3.6375861597263857,0
2428,15652,21,208,92,3.091042453358316,5.342334251964811,4.532599493153256,1
2429,15653,6,1200,93,1.9459101490553132,7.0909098220799835,4.543294782270004,3
2430,15654,21,475,10,3.091042453358316,6.16541785423142,2.3978952727983707,0
2431,15655,34,324,244,3.5553480614894135,5.783825182329737,5.501258210544727,3
2432,15656,47,343,46,3.871201010907891,5.840641657373398,3.8501476017100584,3
2433,15657,1,24,23,0.6931471805599453,3.2188758248682006,3.1780538303479458,1
2434,15658,48,242,191,3.8918202981106265,5.493061443340548,5.2574953720277815,3
2435,15659,11,111,44,2.4849066497880004,4.718498871295094,3.8066624897703196,1
2436,15660,90,1050,26,4.51085950651685,6.957497370876951,3.295836866004329,2
2437,15661,5,236,318,1.791759469228055,5.4680601411351315,5.765191102784844,1
2438,15663,9,106,107,2.302585092994046,4.672828834461906,4.68213122712422,1
2439,15664,17,157,51,2.8903717578961645,5.062595033026967,3.9512437185814275,1
2440,15665,115,1654,169,4.7535901911063645,7.411556287811163,5.135798437050262,3
2441,15667,13,240,40,2.6390573296152584,5.484796933490655,3.713572066704308,0
2442,15668,1,72,218,0.6931471805599453,4.290459441148391,5.389071729816501,1
2443,15669,33,342,41,3.5263605246161616,5.8377304471659395,3.7376696182833684,0
2444,15670,12,91,297,2.5649493574615367,4.5217885770490405,5.697093486505405,1
2445,15671,78,1699,19,4.3694478524670215,7.438383530044307,2.995732273553991,2
2446,15673,138,1451,89,4.9344739331306915,7.280697195384741,4.499809670330265,3
2447,15674,114,1275,74,4.74493212836325,7.151485463904735,4.31748811353631,3
2448,15675,21,527,82,3.091042453358316,6.269096283706261,4.418840607796598,3
2449,15676,202,2252,19,5.313205979041787,7.720017940432244,2.995732273553991,2
2450,15677,33,319,50,3.5263605246161616,5.768320995793772,3.9318256327243257,3
2451,15678,12,184,53,2.5649493574615367,5.220355825078324,3.9889840465642745,1
2452,15679,110,1170,25,4.709530201312334,7.065613363597717,3.258096538021482,2
2453,15680,78,952,10,4.3694478524670215,6.859614903654202,2.3978952727983707,2
2454,15681,53,816,26,3.9889840465642745,6.705639094860003,3.295836866004329,0
2455,15683,10,131,118,2.3978952727983707,4.882801922586371,4.77912349311153,1
2456,15687,166,1310,9,5.117993812416755,7.1785454837637,2.302585092994046,2
2457,15689,9,84,120,2.302585092994046,4.442651256490317,4.795790545596741,1
2458,15690,19,408,5,2.995732273553991,6.013715156042802,1.791759469228055,0
2459,15691,2,72,253,1.0986122886681098,4.290459441148391,5.537334267018537,1
2460,15692,12,138,29,2.5649493574615367,4.9344739331306915,3.4011973816621555,0
2461,15694,78,1677,1,4.3694478524670215,7.425357887027151,0.6931471805599453,2
2462,15695,22,212,267,3.1354942159291497,5.3612921657094255,5.5909869805108565,1
2463,15696,168,1015,34,5.1298987149230735,6.923628628138427,3.5553480614894135,2
2464,15699,18,113,18,2.9444389791664403,4.736198448394496,2.9444389791664403,0
2465,15700,86,357,173,4.465908118654584,5.8805329864007,5.159055299214529,3
2466,15701,230,912,3,5.442417710521793,6.816735880594968,1.3862943611198906,2
2467,15703,5,66,265,1.791759469228055,4.204692619390966,5.583496308781699,1
2468,15704,117,1028,141,4.770684624465665,6.9363427358340495,4.955827057601261,3
2469,15705,6,62,202,1.9459101490553132,4.143134726391533,5.313205979041787,1
2470,15706,55,321,64,4.02535169073515,5.7745515455444085,4.174387269895637,3
2471,15707,205,594,36,5.327876168789581,6.38856140554563,3.6109179126442243,2
2472,15708,273,1217,41,5.6131281063880705,7.1049654482698426,3.7376696182833684,2
2473,15709,6,121,284,1.9459101490553132,4.804021044733257,5.652489180268651,1
2474,15712,53,486,10,3.9889840465642745,6.18826412308259,2.3978952727983707,0
2475,15713,19,150,144,2.995732273553991,5.017279836814924,4.976733742420574,1
2476,15714,34,186,12,3.5553480614894135,5.231108616854587,2.5649493574615367,0
2477,15716,117,738,146,4.770684624465665,6.6052979209482015,4.990432586778736,3
2478,15717,7,70,235,2.0794415416798357,4.2626798770413155,5.4638318050256105,1
2479,15719,931,2718,33,6.837332814685591,7.908019444632471,3.5263605246161616,2
2480,15720,128,281,25,4.859812404361672,5.641907070938114,3.258096538021482,0
2481,15721,84,388,12,4.442651256490317,5.963579343618446,2.5649493574615367,0
2482,15722,67,1023,36,4.219507705176107,6.931471805599453,3.6109179126442243,3
2483,15723,38,73,365,3.6635616461296463,4.30406509320417,5.902633333401366,1
2484,15724,11,73,202,2.4849066497880004,4.30406509320417,5.313205979041787,1
2485,15725,32,221,16,3.4965075614664802,5.402677381872279,2.833213344056216,0
2486,15727,301,3063,17,5.71042701737487,8.027476530860483,2.8903717578961645,2
2487,15729,5,28,213,1.791759469228055,3.367295829986474,5.365976015021851,1
2488,15730,70,689,66,4.2626798770413155,6.536691597591305,4.204692619390966,3
2489,15732,14,215,213,2.70805020110221,5.375278407684165,5.365976015021851,1
2490,15733,10,62,283,2.3978952727983707,4.143134726391533,5.648974238161206,1
2491,15734,26,346,115,3.295836866004329,5.849324779946859,4.7535901911063645,3
2492,15737,71,597,15,4.276666119016055,6.393590753950631,2.772588722239781,0
2493,15738,173,2982,19,5.159055299214529,8.000684784514748,2.995732273553991,2
2494,15739,8,472,67,2.1972245773362196,6.159095388491933,4.219507705176107,1
2495,15740,9,152,50,2.302585092994046,5.030437921392435,3.9318256327243257,1
2496,15743,86,214,17,4.465908118654584,5.3706380281276624,2.8903717578961645,0
2497,15744,3,120,78,1.3862943611198906,4.795790545596741,4.3694478524670215,1
2498,15745,62,421,20,4.143134726391533,6.045005314036012,3.044522437723423,0
2499,15746,28,178,135,3.367295829986474,5.187385805840755,4.912654885736052,1
2500,15747,90,466,13,4.51085950651685,6.1463292576688975,2.6390573296152584,0
2501,15748,20,50,41,3.044522437723423,3.9318256327243257,3.7376696182833684,1
2502,15749,10,18028,236,2.3978952727983707,9.7997368515422,5.4680601411351315,3
2503,15750,291,1783,3,5.676753802268282,7.486613313139955,1.3862943611198906,2
2504,15752,405,1960,40,6.0063531596017325,7.581209826196346,3.713572066704308,2
2505,15753,1,144,305,0.6931471805599453,4.976733742420574,5.723585101952381,1
2506,15754,28,199,52,3.367295829986474,5.298317366548036,3.970291913552122,0
2507,15755,141,1427,11,4.955827057601261,7.2640301428995295,2.4849066497880004,2
2508,15756,191,241,62,5.2574953720277815,5.488937726156687,4.143134726391533,3
2509,15757,45,491,66,3.828641396489095,6.198478716492308,4.204692619390966,3
2510,15758,9,47,25,2.302585092994046,3.871201010907891,3.258096538021482,1
2511,15759,7,60,219,2.0794415416798357,4.110873864173311,5.393627546352362,1
2512,15762,37,251,66,3.6375861597263857,5.529429087511423,4.204692619390966,3
2513,15763,61,271,32,4.127134385045092,5.605802066295998,3.4965075614664802,0
2514,15764,180,2050,89,5.198497031265826,7.62608275807238,4.499809670330265,3
2515,15766,11,170,65,2.4849066497880004,5.14166355650266,4.189654742026425,1
2516,15768,27,244,116,3.332204510175204,5.501258210544727,4.762173934797756,3
2517,15769,130,29672,8,4.875197323201151,10.29799282040795,2.1972245773362196,2
2518,15773,10,311,6,2.3978952727983707,5.7430031878094825,1.9459101490553132,0
2519,15774,25,87,69,3.258096538021482,4.477336814478207,4.248495242049359,1
2520,15775,7,68,246,2.0794415416798357,4.23410650459726,5.5093883366279774,1
2521,15776,18,138,134,2.9444389791664403,4.9344739331306915,4.90527477843843,1
2522,15777,21,378,242,3.091042453358316,5.937536205082426,5.493061443340548,3
2523,15780,29,220,184,3.4011973816621555,5.3981627015177525,5.220355825078324,3
2524,15781,20,180,26,3.044522437723423,5.198497031265826,3.295836866004329,0
2525,15782,43,864,10,3.784189633918261,6.762729506931879,2.3978952727983707,0
2526,15783,14,212,11,2.70805020110221,5.3612921657094255,2.4849066497880004,0
2527,15785,83,1612,33,4.430816798843313,7.385851078125209,3.5263605246161616,2
2528,15786,266,3340,47,5.58724865840025,8.114025442356757,3.871201010907891,2
2529,15787,200,534,27,5.303304908059076,6.282266746896006,3.332204510175204,2
2530,15789,25,438,359,3.258096538021482,6.0844994130751715,5.886104031450156,3
2531,15790,34,113,11,3.5553480614894135,4.736198448394496,2.4849066497880004,0
2532,15791,75,731,44,4.330733340286331,6.595780513961311,3.8066624897703196,3
2533,15793,12,553,15,2.5649493574615367,6.317164686747284,2.772588722239781,0
2534,15795,42,581,150,3.7612001156935624,6.366470447731438,5.017279836814924,3
2535,15796,132,860,2,4.890349128221754,6.7580945044277305,1.0986122886681098,2
2536,15797,8,873,114,2.1972245773362196,6.773080375655535,4.74493212836325,3
2537,15799,98,955,76,4.59511985013459,6.862757913051401,4.343805421853684,3
2538,15800,117,332,108,4.770684624465665,5.808142489980444,4.6913478822291435,3
2539,15801,64,570,47,4.174387269895637,6.3473892096560105,3.871201010907891,3
2540,15802,1,1,143,0.6931471805599453,0.6931471805599453,4.969813299576001,1
2541,15803,8,290,52,2.1972245773362196,5.673323267171493,3.970291913552122,1
2542,15804,262,2565,1,5.572154032177765,7.850103545175582,0.6931471805599453,2
2543,15805,299,3367,24,5.703782474656201,8.122074375362217,3.2188758248682006,2
2544,15806,31,602,47,3.4657359027997265,6.401917196727186,3.871201010907891,3
2545,15807,48,430,51,3.8918202981106265,6.066108090103747,3.9512437185814275,3
2546,15808,195,1305,307,5.278114659230517,7.174724309836376,5.730099782973574,3
2547,15809,35,301,37,3.58351893845611,5.71042701737487,3.6375861597263857,0
2548,15810,89,861,79,4.499809670330265,6.759255270663693,4.382026634673881,3
2549,15811,133,1071,23,4.897839799950911,6.977281341630747,3.1780538303479458,2
2550,15812,41,922,108,3.7376696182833684,6.827629234502852,4.6913478822291435,3
2551,15813,40,603,208,3.713572066704308,6.403574197934815,5.342334251964811,3
2552,15814,72,1271,17,4.290459441148391,7.148345743900068,2.8903717578961645,2
2553,15815,49,1856,64,3.912023005428146,7.526717561352706,4.174387269895637,3
2554,15819,123,1357,50,4.820281565605037,7.213768308118642,3.9318256327243257,3
2555,15820,17,128,320,2.8903717578961645,4.859812404361672,5.771441123130016,1
2556,15821,62,202,45,4.143134726391533,5.313205979041787,3.828641396489095,3
2557,15822,33,375,4,3.5263605246161616,5.929589143389895,1.6094379124341003,0
2558,15823,1,1,373,0.6931471805599453,0.6931471805599453,5.924255797414532,1
2559,15825,20,220,173,3.044522437723423,5.3981627015177525,5.159055299214529,1
2560,15826,68,963,57,4.23410650459726,6.871091294610546,4.060443010546419,3
2561,15827,115,882,74,4.7535901911063645,6.78332520060396,4.31748811353631,3
2562,15829,51,996,100,3.9512437185814275,6.904750769961838,4.61512051684126,3
2563,15830,39,415,38,3.6888794541139363,6.030685260261263,3.6635616461296463,0
2564,15831,66,1092,59,4.204692619390966,6.996681488176539,4.0943445622221,3
2565,15832,54,465,255,4.007333185232471,6.144185634125646,5.545177444479562,3
2566,15834,269,961,71,5.598421958998375,6.8690144506657065,4.276666119016055,3
2567,15835,50,439,45,3.9318256327243257,6.0867747269123065,3.828641396489095,3
2568,15836,10,26,51,2.3978952727983707,3.295836866004329,3.9512437185814275,1
2569,15837,24,189,65,3.2188758248682006,5.247024072160486,4.189654742026425,1
2570,15838,167,18368,12,5.123963979403259,9.818419740146064,2.5649493574615367,2
2571,15839,62,675,34,4.143134726391533,6.516193076042964,3.5553480614894135,3
2572,15840,27,396,59,3.332204510175204,5.983936280687191,4.0943445622221,3
2573,15841,47,942,73,3.871201010907891,6.849066282633458,4.30406509320417,3
2574,15843,8,27,304,2.1972245773362196,3.332204510175204,5.720311776607412,1
2575,15844,11,134,47,2.4849066497880004,4.90527477843843,3.871201010907891,1
2576,15845,138,1926,18,4.9344739331306915,7.563719668414366,2.9444389791664403,2
2577,15847,22,449,39,3.1354942159291497,6.1092475827643655,3.6888794541139363,0
2578,15850,93,298,20,4.543294782270004,5.700443573390687,3.044522437723423,0
2579,15852,22,48,187,3.1354942159291497,3.8918202981106265,5.236441962829949,1
2580,15853,30,135,52,3.4339872044851463,4.912654885736052,3.970291913552122,0
2581,15854,138,926,5,4.9344739331306915,6.831953565565855,1.791759469228055,2
2582,15855,80,470,137,4.394449154672439,6.154858094016418,4.927253685157205,3
2583,15856,628,10866,5,6.444131256700441,9.293485953062852,1.791759469228055,2
2584,15857,14,308,19,2.70805020110221,5.733341276897746,2.995732273553991,0
2585,15858,188,1163,16,5.241747015059643,7.059617628291383,2.833213344056216,2
2586,15860,139,437,41,4.941642422609304,6.082218910376446,3.7376696182833684,3
2587,15861,540,2528,13,6.293419278846481,7.835579246669965,2.6390573296152584,2
2588,15862,147,585,9,4.997212273764115,6.373319789577012,2.302585092994046,2
2589,15863,18,19,26,2.9444389791664403,2.995732273553991,3.295836866004329,1
2590,15864,20,1192,23,3.044522437723423,7.084226422097916,3.1780538303479458,0
2591,15865,40,368,41,3.713572066704308,5.910796644040527,3.7376696182833684,3
2592,15866,43,124,102,3.784189633918261,4.8283137373023015,4.634728988229636,3
2593,15867,459,2052,6,6.131226489483141,7.627057417018934,1.9459101490553132,2
2594,15869,15,175,278,2.772588722239781,5.170483995038151,5.631211781821365,1
2595,15870,74,333,33,4.31748811353631,5.811140992976701,3.5263605246161616,0
2596,15872,108,187,15,4.6913478822291435,5.236441962829949,2.772588722239781,0
2597,15874,120,2534,64,4.795790545596741,7.837948916025283,4.174387269895637,3
2598,15877,126,368,2,4.844187086458591,5.910796644040527,1.0986122886681098,2
2599,15880,96,202,370,4.574710978503383,5.313205979041787,5.916202062607435,3
2600,15881,29,260,313,3.4011973816621555,5.564520407322694,5.749392985908253,3
2601,15882,23,276,199,3.1780538303479458,5.6240175061873385,5.298317366548036,1
2602,15883,49,223,3,3.912023005428146,5.4116460518550396,1.3862943611198906,0
2603,15885,18,111,93,2.9444389791664403,4.718498871295094,4.543294782270004,1
2604,15886,12,147,61,2.5649493574615367,4.997212273764115,4.127134385045092,1
2605,15888,12,76,81,2.5649493574615367,4.343805421853684,4.406719247264253,1
2606,15889,85,206,157,4.454347296253507,5.332718793265369,5.062595033026967,3
2607,15891,60,418,227,4.110873864173311,6.037870919922137,5.429345628954441,3
2608,15894,37,164,254,3.6375861597263857,5.10594547390058,5.541263545158426,1
2609,15895,11,94,150,2.4849066497880004,4.553876891600541,5.017279836814924,1
2610,15897,22,223,195,3.1354942159291497,5.4116460518550396,5.278114659230517,1
2611,15898,84,567,2,4.442651256490317,6.342121418721152,1.0986122886681098,2
2612,15899,4,39,369,1.6094379124341003,3.6888794541139363,5.91350300563827,1
2613,15900,47,216,24,3.871201010907891,5.37989735354046,3.2188758248682006,0
2614,15901,111,379,17,4.718498871295094,5.940171252720432,2.8903717578961645,0
2615,15903,74,2410,10,4.31748811353631,7.787796878181171,2.3978952727983707,2
2616,15904,30,84,9,3.4339872044851463,4.442651256490317,2.302585092994046,0
2617,15906,150,544,20,5.017279836814924,6.300785794663244,3.044522437723423,2
2618,15907,226,478,4,5.424950017481403,6.171700597410915,1.6094379124341003,2
2619,15909,7,98,174,2.0794415416798357,4.59511985013459,5.1647859739235145,1
2620,15910,266,1013,1,5.58724865840025,6.921658184151129,0.6931471805599453,2
2621,15912,19,185,179,2.995732273553991,5.225746673713202,5.19295685089021,1
2622,15916,151,752,17,5.0238805208462765,6.6240652277998935,2.8903717578961645,2
2623,15917,12,42,248,2.5649493574615367,3.7612001156935624,5.517452896464707,1
2624,15918,40,153,191,3.713572066704308,5.0369526024136295,5.2574953720277815,1
2625,15919,122,385,20,4.812184355372417,5.955837369464831,3.044522437723423,0
2626,15920,60,99,155,4.110873864173311,4.605170185988092,5.049856007249537,3
2627,15921,24,162,173,3.2188758248682006,5.093750200806762,5.159055299214529,1
2628,15922,11,138,374,2.4849066497880004,4.9344739331306915,5.926926025970411,1
2629,15923,21,122,373,3.091042453358316,4.812184355372417,5.924255797414532,1
2630,15925,12,93,195,2.5649493574615367,4.543294782270004,5.278114659230517,1
2631,15930,21,139,68,3.091042453358316,4.941642422609304,4.23410650459726,1
2632,15932,115,2325,5,4.7535901911063645,7.75190533307861,1.791759469228055,2
2633,15933,74,885,22,4.31748811353631,6.786716950605081,3.1354942159291497,2
2634,15935,12,115,240,2.5649493574615367,4.7535901911063645,5.484796933490655,1
2635,15937,7,73,65,2.0794415416798357,4.30406509320417,4.189654742026425,1
2636,15938,18,240,113,2.9444389791664403,5.484796933490655,4.736198448394496,1
2637,15939,76,4728,90,4.343805421853684,8.461469042643875,4.51085950651685,3
2638,15940,1,4,312,0.6931471805599453,1.6094379124341003,5.746203190540153,1
2639,15942,14,232,134,2.70805020110221,5.4510384535657,4.90527477843843,1
2640,15944,6,50,277,1.9459101490553132,3.9318256327243257,5.627621113690637,1
2641,15945,2,52,366,1.0986122886681098,3.970291913552122,5.905361848054571,1
